node_id,cpg_id,site_type,chromosome,position,regulatory_level,degree,avg_edge_weight,clustering_coefficient,eigenvector_centrality,is_in_largest_component,graph_total_nodes,graph_total_edges,graph_density,graph_avg_degree,graph_avg_clustering,graph_largest_comp_ratio
66,cg26663716,A,chr16,67517246,0.7999999999999999,10,0.3412872722272568,0.15524124122187263,1.3042074592209119e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
67,cg12943155,A,chr3,127347978,1.0,5,0.63038578391919,0.5941823620185812,8.627723879320335e-11,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
68,cg08658371,A,chr3,127347343,0.7999999999999999,7,0.41093496163904286,0.2011784075094632,3.3450345984306506e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
69,cg04608146,A,chr22,20792323,1.0,7,0.6334551318449784,0.4747634752312975,0.0001105495009453072,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
70,cg21601845,A,chr17,42992976,0.7999999999999999,7,0.5543244581882345,0.4772944121894358,1.6322775230027518e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
71,cg22044892,A,chr19,51486901,0.5,8,0.3703336007802537,0.2795139155507402,0.0002657789146964665,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
72,cg03802461,A,chr14,75078611,1.0,8,0.4539131644228859,0.2863345405452869,8.292431319333424e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
73,cg00817377,A,chr7,73441057,0.5,5,0.3622813302755074,0.3165695128391933,1.2020851700450018e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
74,cg15937958,A,chr19,42947133,0.5,5,0.37390166122052204,0.1840401541323861,1.3850709160951e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
75,cg03928182,A,chr12,71314662,0.5,7,0.4593749603058415,0.38766856512198333,2.2466090140147663e-22,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
76,cg16735682,A,chr7,73442353,0.5,5,0.5754935782080597,0.5257521022815326,3.7508137728742683e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
77,cg00573606,A,chr2,238322680,0.5,5,0.49159814694477666,0.4962044821477022,5.087959363491496e-32,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
78,cg22978087,A,chr8,24814126,1.0,8,0.7096733411578645,0.48688452667986276,0.43361975137396996,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
79,cg27420123,A,chr11,30251473,0.5,5,0.4094537286369649,0.2625429061699221,7.829966012128198e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
80,cg06707544,A,chr19,51487229,0.5,8,0.57337746023901,0.41509946250539503,0.0004968594524840053,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
81,cg13704548,A,chr15,65714817,1.0,5,0.4358445077330747,0.27368893254758203,1.6283598212490384e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
82,cg08358624,A,chr17,42992658,0.7999999999999999,6,0.5609419510480599,0.5702737795058871,1.2725393675729061e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
83,cg13722619,A,chr3,45188139,0.7999999999999999,5,0.644194249608084,0.652334839829604,6.537777586764875e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
84,cg27390496,A,chr19,51357367,0.5,5,0.325597400393562,0.25451689180760695,0.00011330487769218943,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
85,cg22727581,A,chr8,24812784,0.7999999999999999,5,0.6436564921722013,0.5036237894301573,0.26783193158531626,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
86,cg16008327,A,chr19,18495567,0.7999999999999999,10,0.2620565847757915,0.10677283486803298,3.4353149634004275e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
87,cg02938303,A,chr3,45187333,1.0,5,0.5705018513992236,0.6068385473625181,6.0910013170500855e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
88,cg10451772,A,chr3,127347880,1.0,6,0.5938007993358069,0.46397284104844616,1.0484163840521816e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
89,cg27360098,A,chr7,73442480,0.5,7,0.4788602521816458,0.37205575407290137,3.671134336117333e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
90,cg14213160,A,chr19,18496259,0.7999999999999999,5,0.3061214672428477,0.3740436042340857,5.5071346161874e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
91,cg17685019,A,chr11,30251556,0.5,5,0.4018431136835424,0.2609785864542692,7.791674645718288e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
92,cg12921961,A,chr14,75078834,1.0,7,0.5076027639433318,0.28087076577107384,3.7336713381891425e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
93,cg06160898,A,chr3,45187312,1.0,5,0.5722245206609882,0.6082149263136948,6.0993054788661655e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
94,cg07558287,A,chr3,127347884,1.0,7,0.5896137283971804,0.35272929893368643,1.3540497731351217e-10,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
95,cg17335494,A,chr14,75077385,1.0,5,0.4677519933831656,0.4462369538868602,4.0510606354404896e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
96,cg16929104,A,chr19,18496953,0.7999999999999999,5,0.49463908817060726,0.46715347963775056,5.922240986584672e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
97,cg08156531,A,chr17,42993050,0.7999999999999999,9,0.44473099236634756,0.278325045497744,1.7499083834036246e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
98,cg23694248,A,chr12,71314315,0.5,5,0.49773070908581074,0.53721211639887,1.9686893954619875e-22,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
99,cg24975222,A,chr3,45187717,1.0,6,0.5463230987548343,0.4358258612239024,0.0001780189955349725,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
100,cg03510159,A,chr14,75079312,1.0,7,0.5147601958885014,0.28359635149862067,8.75861316532573e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
101,cg01409709,A,chr2,238322334,0.5,5,0.46194752070009687,0.4789404798239933,4.8470075388555196e-32,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
102,cg04464946,A,chr12,71314528,0.5,5,0.5008929713712827,0.5356688378884702,1.9914723643846255e-22,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
103,cg01986605,A,chr3,127348155,1.0,6,0.4912218022782484,0.42118153012164306,9.021869030719834e-11,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
104,cg01937819,A,chr9,130616110,0.7999999999999999,5,0.3594676921703308,0.2759586760315793,1.5761027877356243e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
105,cg21783004,A,chr5,135290288,0.5,5,0.06704506105234168,0.01615649068859712,4.991526308689508e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
106,cg05382012,A,chr16,67517841,0.7999999999999999,11,0.33574656878255915,0.15563529428274203,4.1450506743397095e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
107,cg03207391,A,chr19,18497201,1.0,5,0.35592961474222246,0.40361896310363754,6.2417697723016785e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
108,cg25591469,A,chr2,238322789,0.5,5,0.4674576743417962,0.480027454696466,4.879060611580889e-32,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
109,cg19012170,A,chr15,65715664,0.7999999999999999,5,0.422707287821287,0.3108944785282733,1.7286581500358741e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
110,cg26278699,A,chr2,238322972,0.5,5,0.4030570483285322,0.4440010484707565,4.3263650416371016e-32,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
111,cg14799008,A,chr19,42947305,0.5,5,0.3971412336085272,0.23901319033047916,9.349665938747491e-09,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
112,cg25714069,A,chr22,20791214,1.0,5,0.4428501115163496,0.4108622511678327,4.266191255653947e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
113,cg03143742,A,chr22,20792143,1.0,5,0.49905267362427475,0.5069187632757304,4.997922986539587e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
114,cg15926671,A,chr14,75078283,1.0,5,0.38699659840653716,0.2692127446244229,2.483389467845399e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
115,cg06285333,A,chr16,67516546,0.7999999999999999,7,0.5143370247423589,0.4171275772629924,1.4565527693457707e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
116,cg14785479,A,chr22,20792535,1.0,9,0.5230911516924814,0.3280652518906985,0.00011048594789516602,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
117,cg26172504,A,chr19,51487478,0.5,5,0.5649553510531747,0.634060015724509,0.0003484957383969053,False,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
118,cg15779716,A,chr3,45188208,0.7999999999999999,9,0.33473010246889034,0.16498738936495505,5.557614636283905e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
119,cg24910675,A,chr9,130616917,0.7999999999999999,5,0.43325307527176893,0.30215702231561803,3.7474857958364547e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
120,cg24032666,A,chr8,24814035,1.0,6,0.7319830564606106,0.5102409247861275,0.3438285887089896,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
121,cg21616047,A,chr2,224467359,0.5,5,0.06658445911467643,0.04634375181335183,5.689101586175721e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
122,cg04193901,A,chr20,43343736,0.5,5,0.18515314820239184,0.0336567163710514,1.1178858288945226e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
123,cg16717122,A,chr15,51973920,0.7999999999999999,5,0.22230185718593126,0.07770627756317039,0.0011244538505805971,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
124,cg12402251,A,chr8,91094811,0.5,5,0.18791776111377395,0.044028202437683114,1.005709557585946e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
125,cg22909609,A,chr13,102105440,0.7999999999999999,5,0.08035503001077562,0.05242835305468656,1.0318175286737633e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
126,cg23669043,A,chr11,66336244,0.7999999999999999,5,0.2697675666056344,0.09609817367688862,1.0170691099615559e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
127,cg04601137,A,chr19,1512314,0.7999999999999999,5,0.08133668260011928,0.0,9.728675274725058e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
128,cg18341969,A,chr19,571802,0.7999999999999999,5,0.08317359418409888,0.051508467978428216,1.8572466830637714e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
129,cg14900246,A,chr2,112655153,0.7999999999999999,5,0.07033104608827287,0.024103338296956867,3.043080610028391e-08,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
130,cg02481642,A,chr20,43343760,0.5,5,0.20057073255716676,0.026364038807699414,1.596330321236014e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
131,cg06739520,A,chr20,5891968,1.0,5,0.08327282362343598,0.046205661495242696,1.2045509311307728e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
132,cg06419846,A,chr11,66083697,1.0,6,0.1607964626189495,0.05529405984524803,3.05507063285543e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
133,cg24987259,A,chr11,66336293,0.7999999999999999,5,0.26733452442379885,0.10401221115799723,2.163189025440504e-07,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
134,cg08343644,A,chr16,57662060,0.5,5,0.06809856416929798,0.04084685133091147,4.135370230322083e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
135,cg08661007,A,chr3,79817232,0.7999999999999999,5,0.08603311924857035,0.05685242379555895,0.005713555626782419,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
136,cg26290632,A,chr8,91094847,0.5,5,0.1902543095417443,0.06391069824790577,4.030980278183066e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
137,cg01908954,A,chr15,51973764,1.0,5,0.2227079396797195,0.019490817354116986,0.00615903806380789,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
138,cg16867657,A,chr6,11044877,1.0,33,0.1346541426710924,0.017361895574570213,5.570269143835085e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
139,cg10501210,A,chr1,207997020,0.4,5,0.17974724518053298,0.0785803357114738,1.7275119833512632e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
140,cg06639320,A,chr2,106015739,1.0,17,0.13442483937186372,0.026057840801254933,1.819719114299644e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
141,cg24724428,A,chr6,11044888,1.0,19,0.1739727684573366,0.038475956730662925,6.0118012042901814e-05,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
142,cg04875128,A,chr15,31775895,1.0,8,0.08757975767881863,0.06547122913481225,3.318128998290271e-06,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
143,cg21572722,A,chr6,11044894,1.0,16,0.1908823027184278,0.04003520192421193,0.00018256649450157863,True,198,673,0.03450751166487207,6.797979797979798,0.25013379007036396,0.8686868686868687
